name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_ret,puntret_tds,receiving_lng,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
S.Vallos,00-0025619,no,SEA,,,,,,,0,0,2,0,-18,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Milloy,00-0011326,no,SEA,,7,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bryant,00-0026261,no,SEA,DT,2,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Terrill,00-0022692,no,SEA,,3,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Peterson,00-0021306,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,0,0,0,11,7,39,0,0,0,51
K.Davis,00-0026298,yes,CHI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,9,3,0,0,75,,,,,,
C.Steltz,00-0026260,no,CHI,,2,0,0,0,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Davis,00-0023429,no,CHI,,,,,,,1,0,1,0,0,,,,,,,,,,86,104,11,0,,,,,,,,,,,,,,,,,29,5,0,0,0,35,,,,,,
Z.Bowman,00-0026282,no,CHI,,7,1,6,0,55,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Spaeth,00-0025464,no,PIT,TE,,,,,,0,1,1,1,0,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,24,5,1,0,0,25,,,,,,
T.Kirschke,00-0009305,no,PIT,,10,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Timmons,00-0025402,no,PIT,ILB,21,4,0,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McBath,00-0027024,no,DEN,,2,0,2,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Harrison,00-0024359,no,CLE,,,,,,,2,0,2,0,0,,,,,,,,,,35,55,3,0,,,,,,,,,,,,,,,,,105,34,2,0,0,220,194,204,5,0,0,862
B.Costanzo,00-0024129,no,CLE,,,,,,,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Smith,00-0019573,no,CLE,,17,0,0,0.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bennett,00-0020514,yes,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,6,0,0,0,65,23,30,0,0,0,65
C.Chambers,00-0020446,no,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,45,5,0,0,730,,,,,,
J.Cesaire,00-0021542,no,SD,,11,1,0,1,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Martin,00-0027082,yes,SD,,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Webb,00-0027060,no,BAL,CB,3,0,0,1,29,,,,,,,,,,,,,,,343,475,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Barnes,00-0025521,no,BAL,,0,1,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hurd,00-0023953,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7,1,0,0,121,,,,,,
J.Siavii,00-0022722,no,DAL,,2,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hatcher,00-0024307,no,DAL,DE,4,0,0,1,9,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hagan,00-0024297,no,NYG,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,8,1,0,0,101,,,,,,
B.Kehl,00-0026263,no,NYG,,2,0,0,0,6,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Moss,00-0024259,no,NYG,,,,,,,1,0,1,0,0,,,,,,,,,,31,48,6,0,,,,,,,,,,,,,19,34,11,0,18,1,1,0,0,18,,,,,,
F.Robbins,00-0019706,no,NYG,,4,0,0,2,21,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Boley,00-0023593,no,NYG,,19,0,0,2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Carey,00-0022890,yes,MIA,,,,,,,0,2,0,2,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Lacey,00-0026674,no,IND,,15,0,3,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Johnson,00-0024765,no,IND,,1,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Brock,00-0021340,no,IND,,6,0,0,3,25,0,0,0,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jackson,00-0023464,no,IND,,2,0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Jennings,00-0024277,no,IND,,12,0,2,0,39,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,
T.Smith,00-0025561,yes,BAL,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,0,0,0,24,,,,,,,,,,,,,,,,8,23,1,0,0,31
M.Lawrence,00-0026132,yes,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,4,4,4,0,0,0,0
L.Smith,00-0022126,yes,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,0,0,0,31,,,,,,
J.Bannan,00-0021092,no,BAL,,6,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Walker,00-0021943,no,BAL,,4,0,1,0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Anderson,00-0023645,no,CLE,QB,,,,,,3,2,5,2,-4,,,,,,,,,,,,,,182,81,10,3,0,0,888,,,,,,,,,,,,,,,,10,7,2,0,0,8
B.Cundiff,00-0020972,no,CLE,,,,,,,,,,,,23,18,294,54,23,0,23,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Sweed,00-0026193,no,PIT,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,5,,,,,,
J.Burnett,00-0026925,no,PIT,,1,0,0,0,3,,,,,,,,,,,,,,,23,23,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Levy,00-0027050,no,DET,OLB,24,1,1,0,54,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Simpson,00-0024320,no,DET,,4,0,1,0,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Hobbs,00-0023902,no,DET,,12,1,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Wilson,00-0024517,no,WAS,,0,0,0,1,14,,,,,,,,,,,,,,,8,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jarmon,00-0027159,no,WAS,,2,1,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Walter,00-0021931,no,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,53,2,0,0,611,4,26,0,0,0,26
M.Thomas,00-0027076,no,JAC,,,,,,,1,1,1,1,0,,,,,,,,,,263,306,26,0,,,,,,,,,,,,,74,107,15,0,209,48,1,0,0,453,11,75,0,0,0,85
E.Wilford,00-0022901,no,JAC,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,105,11,1,0,0,123,,,,,,
T.Underwood,00-0027156,no,JAC,,,,,,,,,,,,,,,,,,,,,19,24,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ju.Williams,00-0026617,no,JAC,,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Russell,00-0020199,no,JAC,,5,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Lewis,00-0021508,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,8,1,0,0,96,,,,,,
D.Evans,00-0020055,no,SF,,7,0,0,1.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brooks,00-0024495,no,SF,OLB,1,4,0,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Wheatley,00-0026202,yes,NE,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Pryor,00-0027138,no,NE,,9,1,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Lewis,00-0025572,no,ATL,,2,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Anderson,00-0025395,no,ATL,,9,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Vick,00-0020245,no,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,13,6,0,1,0,0,86,,,,,,,,,,,,,,,,24,79,2,0,0,95
J.Garcia,00-0005755,yes,PHI,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,-2
E.Buckley,00-0024738,no,PHI,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,1,0,0,44
R.Brown,00-0023470,no,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,9,0,0,0,155,1,-3,0,0,0,-3
C.Clemons,00-0021577,no,PHI,DE,2,0,0,2.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Jones,00-0022844,no,PHI,,15,0,2,1,33,0,0,0,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.McGraw,00-0021187,no,KC,,4,0,1,1,38,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,4
T.Copper,00-0022388,no,KC,,,,,,,,,,,,,,,,,,,,,18,18,1,0,,,,,,,,,,,,,,,,,61,4,0,0,0,68,,,,,,
B.Cottam,00-0026216,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9,0,0,0,120,,,,,,
J.Belcher,00-0026869,no,KC,,2,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Edwards,00-0020286,no,KC,,5,0,0,0,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Boller,00-0022164,no,STL,,,,,,,2,0,2,0,-9,,,,,,,,,,,,,,176,98,6,3,0,0,899,,,,,,,,,,,,,,,,13,48,0,0,0,76
M.Karney,00-0022796,no,STL,,,,,,,,,,,,,,,,,,,,,10,10,1,0,,,,,,,,,,,,,,,,,7,6,0,0,0,16,2,8,0,0,0,8
D.Amendola,00-0026035,no,STL,WR,,,,,,1,1,4,1,0,,,,,,,,,,339,494,66,0,,,,,,,,,,,,,142,227,31,0,132,43,1,0,0,326,3,-2,0,0,0,-2
L.Grant,00-0026354,no,STL,,1,0,0,1,13,0,0,0,1,0,,,,,,,,,,14,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Dahl,00-0024796,no,STL,DB,6,0,0,2,47,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kuhn,00-0022999,no,GB,FB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,7,2,0,0,47,8,15,1,0,0,18
D.Martin,00-0024422,no,GB,,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wynn,00-0026930,no,GB,DT,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Johnson,00-0026300,no,TB,QB,,,,,,1,3,7,3,-3,,,,,,,,,,,,,,125,63,8,4,0,0,685,,,,,,,,,,,,,,,,22,78,0,0,0,148
A.Hayward,00-0025569,no,TB,OLB,3,0,0,0,10,,,,,,,,,,,,,,,8,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Carr,00-0020608,no,NYG,,,,,,,0,0,1,0,-1,,,,,,,,,,,,,,33,21,0,1,0,0,225,,,,,,,,,,,,,,,,9,14,1,0,0,27
G.Johnson,00-0027098,no,NYG,,,,,,,0,1,0,1,0,,,,,,,,,,15,15,1,0,,,,,,,,,,,,,,,,,,,,,,,13,25,0,0,0,43
T.Beckum,00-0027070,no,NYG,,,,,,,,,,,,,,,,,,,,,3,3,1,0,,,,,,,,,,,,,,,,,47,8,0,0,0,55,,,,,,
D.Fine,00-0026272,no,BUF,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,0,0,0,64,,,,,,
G.Wilson,00-0022341,no,BUF,,29,1,4,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Florence,00-0021994,no,BUF,,11,0,1,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Hamilton,00-0026121,no,NO,,,,,,,,,,,,,,,,,,,,,7,15,3,0,,,,,,,,,,,,,,,,,28,5,0,0,0,48,35,62,2,0,0,125
M.Jenkins,00-0026990,no,NO,FS,6,0,1,0,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Mitchell,00-0025607,no,NO,,3,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Branch,00-0021192,no,SEA,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,45,2,0,0,437,1,-8,0,0,0,-8
C.Morrah,00-0026963,yes,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,3,,,,,,
O.Schmitt,00-0026303,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,1,0,0,21,,,,,,
J.Owens,00-0021255,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,0,0,0,16,,,,,,
T.Fisher,00-0021083,no,SEA,,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Williams,00-0026154,no,CHI,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Williams,00-0024335,no,CHI,,8,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Idonije,00-0021604,no,CHI,,4,1,0,2,11,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Hartsock,00-0022847,yes,NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,2,,,,,,
L.Izzo,00-0008075,no,NYJ,,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Trusnik,00-0025697,no,NYJ,LB,11,0,0,2.5,43,0,0,0,1,0,,,,,,,,,,9,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Green,00-0021099,no,NYJ,,8,0,0,0.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Hodges,00-0023642,no,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,16,554,67,2657,,,,,,,,,,,1,0,0,0,0,0
J.McCourty,00-0027136,no,TEN,CB,4,1,0,0,18,,,,,,,,,,,,,,,24,27,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Fargas,00-0022093,no,OAK,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,17,0,0,0,113,129,160,3,0,0,491
C.Morris,00-0024428,yes,OAK,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Holland,00-0025641,no,OAK,,,,,,,0,0,0,1,0,,,,,,,,,,134,200,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Ayers,00-0026994,no,DEN,DE,4,0,0,0,14,0,0,0,2,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Williams,00-0026259,no,DEN,,0,0,0,0,12,0,1,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Tolbert,00-0026069,no,SD,FB,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,17,3,0,0,192,25,71,1,0,0,148
A.Boone,00-0019626,no,SD,,8,1,0,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tucker,00-0024755,no,SD,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Henne,00-0026197,no,MIA,QB,,,,,,0,2,4,2,-6,,,,,,,,,,,,,,451,274,14,12,2,0,2878,,,,,,,,,,,,,,,,16,33,1,0,0,32
P.Soliai,00-0025495,no,MIA,DT,3,1,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Culver,00-0024399,no,MIA,,3,0,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Gandy,00-0020406,no,ARI,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Highsmith,00-0025932,no,ARI,,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Senn,00-0025995,no,IND,,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Keiaho,00-0024309,no,IND,,5,0,0,1,19,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Hayden,00-0026321,no,CAR,DT,2,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Burton,00-0023781,no,CAR,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Culpepper,00-0003739,no,DET,,,,,,,0,4,4,4,-8,,,,,,,,,,,,,,157,89,6,3,1,0,945,,,,,,,,,,,,,,,,18,63,0,0,0,91
C.Jennings,00-0027167,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,9,0,0,0,56,63,75,1,0,0,220
E.Mathis,00-0023514,no,CIN,G,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Rucker,00-0024306,no,CIN,DE,6,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Moats,00-0023512,no,HOU,,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,13,1,0,0,106,101,97,4,0,0,390
J.Casey,00-0027109,no,HOU,,0,0,0,0,1,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,51,6,0,0,0,64,,,,,,
K.Campbell,00-0020971,yes,HOU,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Pollard,00-0024269,no,HOU,,19,0,4,1.5,82,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Shaughnessy,00-0027045,no,OAK,,3,0,0,4,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Miller,00-0023492,no,OAK,,,,,,,,,,,,,,,,,,,,,40,54,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Richardson,00-0025525,no,OAK,,5,0,0,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Francisco,00-0023213,no,IND,,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Miller,00-0027125,no,JAC,TE,,,,,,0,1,0,1,0,,,,,,,,,,19,19,2,0,,,,,,,,,,,,,,,,,140,21,2,0,0,212,1,3,0,0,0,3
J.Dillard,00-0027105,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6,0,0,0,106,,,,,,
B.Smith,00-0026220,no,JAC,,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cook,00-0027061,no,TEN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,0,0,0,74,,,,,,
M.Jones,00-0022882,no,TEN,,,,,,,,,,,,,,,,,,,,,60,75,13,0,,,,,,,,,,,,,15,23,3,0,9,1,0,0,0,9,,,,,,
S.Marks,00-0027038,no,TEN,DT,5,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Goff,00-0006072,no,KC,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Waters,00-0018584,no,KC,,,,,,,0,3,0,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Tollefson,00-0024467,no,NYG,,1,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Aiken,00-0021915,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,20,2,0,0,326,,,,,,
T.Sands,00-0020414,yes,NE,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Oher,00-0026999,no,BAL,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,1,0,0,0,-8,,,,,,
D.Ellerbe,00-0026857,no,BAL,OLB,6,0,1,0,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Zbikowski,00-0026226,no,BAL,,3,0,2,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Kruger,00-0027033,no,BAL,OLB,7,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Thomas,00-0026335,yes,MIA,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Wake,00-0023368,no,MIA,DE,0,1,0,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Torbor,00-0022810,no,MIA,,7,0,1,1,20,,,,,,,,,,,,,,,9,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lynch,00-0025399,no,BUF,RB,,,,,,1,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,28,0,0,0,179,120,165,2,0,0,450
A.Levitre,00-0027027,no,BUF,G,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wendling,00-0025571,no,BUF,,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Greene,00-0026899,no,NYJ,,,,,,,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,171,2,0,0,541
K.McKinley,00-0027102,no,DEN,,,,,,,,,,,,,,,,,,,,,113,121,7,0,,,,,,,,,,,,,10,14,3,0,,,,,,,,,,,,
L.Smith,00-0024420,no,DEN,,1,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Anderson,00-0025582,no,DAL,,,,,,,,,,,,,,,,,,,,,15,15,1,0,,,,,,,,,,,,,,,,,5,1,0,0,0,5,,,,,,
S.McKillop,00-0026499,no,SF,,1,0,0,0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Butler,00-0024008,no,STL,,2,0,0,0,21,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,2,0,,,,,,,,,,,,
P.Lenon,00-0019104,no,STL,,7,3,0,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0024298,no,STL,,6,0,2,0,24,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Davis,00-0022434,no,PIT,,,,,,,0,1,0,1,0,,,,,,,,,,13,13,1,0,,,,,,,,,,,,,,,,,,,,,,,2,14,0,0,0,15
K.Ratliff,00-0022928,no,PIT,,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Siler,00-0025627,no,SD,,13,0,1,2,43,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Johnson,00-0026333,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,74,16,0,9,1,0,0,0,9,,,,,,
